perfume,brand,url,img
Paragon,Initio,https://www.parfumo.com/Perfumes/Initio/paragon,https://pimages.parfumo.de/240/185021_img-3749-initio-paragon_240.jpg
For Her Musc Noir Rose,Narciso Rodriguez,https://www.parfumo.com/Perfumes/Narciso_Rodriguez/for-her-musc-noir-rose,https://pimages.parfumo.de/240/160288_img-4170-narciso-rodriguez-for-her-musc-noir-rose_240.jpg
Armani Code Parfum,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/armani-code-parfum,https://pimages.parfumo.de/240/175387_img-7215-giorgio-armani-armani-code-parfum_240.jpg
Sillage,Kinetic Perfumes,https://www.parfumo.com/Perfumes/kinetic-perfumes/sillage,https://pimages.parfumo.de/240/167850_img-1310-kinetic-perfumes-sillage_240.jpg
Tonka Cola,Mancera,https://www.parfumo.com/Perfumes/Mancera/tonka-cola,https://pimages.parfumo.de/240/186612_img-2747-mancera-tonka-cola_240.jpg
The Most Wanted Parfum,Azzaro,https://www.parfumo.com/Perfumes/Azzaro/the-most-wanted-parfum,https://pimages.parfumo.de/240/165475_img-9859-azzaro-the-most-wanted-parfum_240.jpg
724  Eau de Parfum,Maison Francis Kurkdjian,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/724,https://pimages.parfumo.de/240/181996_img-1600-maison-francis-kurkdjian-724_240.jpg
Acqua di Giò pour Homme  Eau de Parfum,Giorgio Armani,https://www.parfumo.com/Perfumes/Giorgio_Armani/acqua-di-gio-pour-homme-eau-de-parfum,https://pimages.parfumo.de/240/160300_img-8398-giorgio-armani-acqua-di-gio-pour-homme-eau-de-parfum_240.jpg
Noir Extreme Parfum,Tom Ford,https://www.parfumo.com/Perfumes/Tom_Ford/noir-extreme-parfum,https://pimages.parfumo.de/240/179917_img-9924-tom-ford-noir-extreme-parfum_240.jpg
City of Stars,Louis Vuitton,https://www.parfumo.com/Perfumes/Louis_Vuitton/city-of-stars,https://pimages.parfumo.de/240/167670_img-2443-louis-vuitton-city-of-stars_240.jpg
